,Text,Negative,Neutral,Positive,Subjectivity,Polarity
158,"then do ye remember me; i will remember you. be grateful to me, and reject not faith.",0.228,0.635,0.136,0.0,0.0
159,o ye who believe! seek help with patient perseverance and prayer; for allah is with those who patiently persevere.,0.0,0.857,0.143,0.0,0.0
160,"and say not of those who are slain in the way of allah: ""they are dead."" nay, they are living, though ye perceive (it) not.",0.152,0.848,0.0,0.4,-0.2
161,"be sure we shall test you with something of fear and hunger, some loss in goods or lives or the fruits (of your toil), but give glad tidings to those who patiently persevere,",0.135,0.72,0.145,0.9444444444444444,0.5
162,"who say, when afflicted with calamity: ""to allah we belong, and to him is our return"":-",0.143,0.857,0.0,0.0,0.0
163,"they are those on whom (descend) blessings from allah, and mercy, and they are the ones that receive guidance.",0.0,0.739,0.261,0.0,0.0
164,"behold! safa and marwa are among the symbols of allah. so if those who visit the house in the season or at other times, should compass them round, it is no sin in them. and if any one obeyeth his own impulse to good,- be sure that allah is he who recogniseth and knoweth.",0.0,0.858,0.142,0.6527777777777778,0.295
165,"those who conceal the clear (signs) we have sent down, and the guidance, after we have made it clear for the people in the book,-on them shall be allah's curse, and the curse of those entitled to curse,-",0.211,0.643,0.147,0.35185185185185186,0.014814814814814817
166,"except those who repent and make amends and openly declare (the truth): to them i turn; for i am oft-returning, most merciful.",0.0,0.901,0.099,0.5,0.25
167,"those who reject faith, and die rejecting,- on them is allah's curse, and the curse of angels, and of all mankind;",0.483,0.436,0.081,0.0,0.0
168,"they will abide therein: their penalty will not be lightened, nor will respite be their (lot).",0.167,0.833,0.0,0.0,0.0
169,"and your allah is one allah: there is no god but he, most gracious, most merciful.",0.068,0.675,0.257,0.5,0.5
170,"behold! in the creation of the heavens and the earth; in the alternation of the night and the day; in the sailing of the ships through the ocean for the profit of mankind; in the rain which allah sends down from the skies, and the life which he gives therewith to an earth that is dead; in the beasts of all kinds that he scatters through the earth; in the change of the winds, and the clouds which they trail like their slaves between the sky and the earth;- (here) indeed are signs for a people that are wise.",0.039,0.839,0.123,0.5296296296296297,0.11481481481481477
171,"yet there are men who take (for worship) others besides allah, as equal (with allah): they love them as they should love allah. but those of faith are overflowing in their love for allah. if only the unrighteous could see, behold, they would see the penalty: that to allah belongs all power, and allah will strongly enforce the penalty.",0.103,0.654,0.243,0.6305555555555555,0.32222222222222224
172,"then would those who are followed clear themselves of those who follow (them): they would see the penalty, and all relations between them would be cut off.",0.161,0.757,0.082,0.3833333333333333,0.10000000000000002
173,"and those who followed would say: ""if only we had one more chance, we would clear ourselves of them, as they have cleared themselves of us."" thus will allah show them (the fruits of) their deeds as (nothing but) regrets. nor will there be a way for them out of the fire.",0.054,0.819,0.127,0.5208333333333334,0.125
174,"o ye people! eat of what is on earth, lawful and good; and do not follow the footsteps of the evil one, for he is to you an avowed enemy.",0.215,0.709,0.076,0.5333333333333333,-0.10000000000000002
175,"for he commands you what is evil and shameful, and that ye should say of allah that of which ye have no knowledge.",0.329,0.671,0.0,1.0,-1.0
176,"when it is said to them: ""follow what allah hath revealed:"" they say: ""nay! we shall follow the ways of our fathers."" what! even though their fathers were void of wisdom and guidance?",0.0,0.889,0.111,0.0,0.0
177,"the parable of those who reject faith is as if one were to shout like a goat-herd, to things that listen to nothing but calls and cries: deaf, dumb, and blind, they are void of wisdom.",0.265,0.573,0.163,0.5833333333333333,-0.4375
178,"o ye who believe! eat of the good things that we have provided for you, and be grateful to allah, if it is him ye worship.",0.0,0.733,0.267,0.6000000000000001,0.7
179,"he hath only forbidden you dead meat, and blood, and the flesh of swine, and that on which any other name hath been invoked besides that of allah. but if one is forced by necessity, without wilful disobedience, nor transgressing due limits,- then is he guiltless. for allah is oft-forgiving most merciful.",0.146,0.817,0.037,0.4749999999999999,-0.041666666666666664
180,"those who conceal allah's revelations in the book, and purchase for them a miserable profit,- they swallow into themselves naught but fire; allah will not address them on the day of resurrection. nor purify them: grievous will be their penalty.",0.186,0.709,0.105,1.0,-0.9
181,they are the ones who buy error in place of guidance and torment in place of forgiveness. ah! what boldness (they show) for the fire!,0.182,0.671,0.147,0.0,0.0
182,(their doom is) because allah sent down the book in truth but those who seek causes of dispute in the book are in a schism far (from the purpose).,0.163,0.787,0.05,0.6444444444444445,-0.02777777777777779
183,"it is not righteousness that ye turn your faces towards east or west; but it is righteousness- to believe in allah and the last day, and the angels, and the book, and the messengers; to spend of your substance, out of love for him, for your kin, for orphans, for the needy, for the wayfarer, for those who ask, and for the ransom of slaves; to be steadfast in prayer, and practice regular charity; to fulfil the contracts which ye have made; and to be firm and patient, in pain (or suffering) and adversity, and throughout all periods of panic. such are the people of truth, the allah-fearing.",0.148,0.74,0.112,0.4072649572649573,0.11666666666666665
184,"o ye who believe! the law of equality is prescribed to you in cases of murder: the free for the free, the slave for the slave, the woman for the woman. but if any remission is made by the brother of the slain, then grant any reasonable demand, and compensate him with handsome gratitude, this is a concession and a mercy from your lord. after this whoever exceeds the limits shall be in grave penalty.",0.124,0.671,0.205,0.8,0.375
185,"in the law of equality there is (saving of) life to you, o ye men of understanding; that ye may restrain yourselves.",0.0,1.0,0.0,0.0,0.0
186,"it is prescribed, when death approaches any of you, if he leave any goods that he make a bequest to parents and next of kin, according to reasonable usage; this is due from the allah-fearing.",0.134,0.866,0.0,0.325,0.025000000000000005
187,"if anyone changes the bequest after hearing it, the guilt shall be on those who make the change. for allah hears and knows (all things).",0.08,0.92,0.0,0.0,0.0
188,"but if anyone fears partiality or wrong-doing on the part of the testator, and makes peace between (the parties concerned), there is no wrong in him: for allah is oft-forgiving, most merciful.",0.085,0.646,0.268,0.7,0.375
189,"o ye who believe! fasting is prescribed to you as it was prescribed to those before you, that ye may (learn) self-restraint,-",0.0,1.0,0.0,0.0,0.0
190,"(fasting) for a fixed number of days; but if any of you is ill, or on a journey, the prescribed number (should be made up) from days later. for those who can do it (with hardship), is a ransom, the feeding of one that is indigent. but he that will give more, of his own free will,- it is better for him. and it is better for you that ye fast, if ye only knew.",0.074,0.761,0.165,0.61,0.23000000000000004
191,"ramadhan is the (month) in which was sent down the qur'an, as a guide to mankind, also clear (signs) for guidance and judgment (between right and wrong). so every one of you who is present (at his home) during that month should spend it in fasting, but if any one is ill, or on a journey, the prescribed period (should be made up) by days later. allah intends every facility for you; he does not want to put to difficulties. (he wants you) to complete the prescribed period, and to glorify him in that he has guided you; and perchance ye shall be grateful.",0.084,0.824,0.092,0.40088183421516754,-0.052204585537918874
192,"when my servants ask thee concerning me, i am indeed close (to them): i listen to the prayer of every suppliant when he calleth on me: let them also, with a will, listen to my call, and believe in me: that they may walk in the right way.",0.0,1.0,0.0,0.5357142857142857,0.2857142857142857
